job_id,job_title,company_name,location,salary_range_usd,salary_min,salary_max,salary_avg,salary_cluster
970,Computer Vision Engineer,"Stephens, Garcia and Yoder","South Caitlynchester, NL",75664-174496,75664,174496,125080.0,120-150K
971,Computer Vision Engineer,Robbins-Burke,"Sherrichester, BN",74698-171496,74698,171496,123097.0,120-150K
972,Data Scientist,"Hall, Savage and Walker","Bowersberg, SK",135994-178112,135994,178112,157053.0,150-200K
973,AI Product Manager,Smith-Cross,"Anthonybury, ET",67828-84015,67828,84015,75921.5,60-80K
974,AI Product Manager,Martinez-Stephens,"South Michellebury, GR",134744-214025,134744,214025,174384.5,150-200K
975,Data Scientist,"Barton, Wilson and Russell","Kristiemouth, DK",123053-215790,123053,215790,169421.5,150-200K
976,Data Scientist,"Brown, Bernard and Flores","West Andrew, MD",129888-146706,129888,146706,138297.0,120-150K
977,AI Product Manager,Mendoza-Flores,"West Andrew, ID",134151-186280,134151,186280,160215.5,150-200K
978,AI Product Manager,Bowman PLC,"Nicholshaven, HR",87836-151813,87836,151813,119824.5,100-120K
979,ML Engineer,"Turner, Hernandez and White","North Alicia, IQ",98287-153537,98287,153537,125912.0,120-150K
980,NLP Engineer,Davis Inc,"Port Tina, PE",72000-122709,72000,122709,97354.5,80-100K
981,Computer Vision Engineer,Zhang-Watson,"New Veronica, AL",81871-132251,81871,132251,107061.0,100-120K
982,Quant Researcher,"Harrison, Wallace and Chen","Port Catherinetown, VE",93878-113869,93878,113869,103873.5,100-120K
983,NLP Engineer,"Cruz, Cruz and Flores","New Alyssa, CI",41243-77253,41243,77253,59248.0,<60K
984,Data Scientist,Garcia-Smith,"North Kevin, YE",47150-124312,47150,124312,85731.0,80-100K
985,ML Engineer,Castaneda Group,"Nobleside, CY",127636-149510,127636,149510,138573.0,120-150K
986,NLP Engineer,"Sawyer, Frye and Jenkins","West Hayleyton, DJ",130749-200032,130749,200032,165390.5,150-200K
987,AI Researcher,Bradshaw and Sons,"Kathrynfort, TO",58452-155880,58452,155880,107166.0,100-120K
988,Computer Vision Engineer,"Cross, Johnson and Chan","Danielview, BT",68117-162345,68117,162345,115231.0,100-120K
989,NLP Engineer,Jones LLC,"Taraborough, KG",112292-131998,112292,131998,122145.0,120-150K
990,AI Product Manager,Adams-Chapman,"Littleshire, CF",139059-151161,139059,151161,145110.0,120-150K
991,Data Analyst,Duran-Williams,"East Patrickfurt, BT",110780-193559,110780,193559,152169.5,150-200K
992,Quant Researcher,Arnold Inc,"Jonesfurt, NL",44707-105567,44707,105567,75137.0,60-80K
993,Data Scientist,Kirk Group,"Chasestad, LU",112616-150479,112616,150479,131547.5,120-150K
994,AI Researcher,Flynn-Kennedy,"Villaport, CO",92121-110462,92121,110462,101291.5,100-120K
995,Quant Researcher,Singleton-Roy,"Port Rodney, LR",92112-185041,92112,185041,138576.5,120-150K
996,Data Analyst,"Combs, Brown and Williams","Jessicatown, PH",115180-140889,115180,140889,128034.5,120-150K
997,ML Engineer,Meyer-Reyes,"Port Christine, BH",95776-159901,95776,159901,127838.5,120-150K
998,ML Engineer,Anderson LLC,"Elizabethton, PW",141251-152764,141251,152764,147007.5,120-150K
999,Data Analyst,Duncan-Reyes,"New Ryan, BW",136810-231084,136810,231084,183947.0,150-200K
1000,Data Scientist,"Davis, Murphy and Cox","Pittmanville, CR",83889-134261,83889,134261,109075.0,100-120K
1001,ML Engineer,"Peterson, Brown and Mcdonald","Port Bernard, BY",101199-165364,101199,165364,133281.5,120-150K
1002,Data Analyst,Turner and Sons,"Robertsmouth, MN",131457-181221,131457,181221,156339.0,150-200K
1003,ML Engineer,"Spears, Moore and Mccormick","South Lisa, IS",142849-159228,142849,159228,151038.5,150-200K
1004,Data Scientist,Shaw LLC,"New Johnnybury, LI",138773-156637,138773,156637,147705.0,120-150K
1005,Data Analyst,Gill-Schmidt,"New Williambury, FR",52554-88603,52554,88603,70578.5,60-80K
1006,Data Analyst,"Fuentes, Russo and Watson","East Amanda, GA",42445-87889,42445,87889,65167.0,60-80K
1007,Quant Researcher,Weaver-Mills,"South Benjamin, PY",42100-109275,42100,109275,75687.5,60-80K
1008,Quant Researcher,Lee-Levy,"West Lindsayfurt, LK",137547-208492,137547,208492,173019.5,150-200K
1009,ML Engineer,Anderson PLC,"Younghaven, KM",141946-171941,141946,171941,156943.5,150-200K
1010,Quant Researcher,Murphy-Sosa,"North Patrick, SZ",131712-178157,131712,178157,154934.5,150-200K
1011,ML Engineer,Lawrence Group,"Lake Aliciachester, TM",91126-185060,91126,185060,138093.0,120-150K
1012,NLP Engineer,Gonzales-Gardner,"Frazierberg, DO",100471-143502,100471,143502,121986.5,120-150K
1013,ML Engineer,"Padilla, Mann and Pierce","West Brandon, RW",47058-78474,47058,78474,62766.0,60-80K
1014,AI Researcher,"Vazquez, Mcknight and Vega","Ramseyview, TV",102565-184809,102565,184809,143687.0,120-150K
1015,Data Analyst,"Walker, Soto and Miles","Oconnorville, IT",61954-143718,61954,143718,102836.0,100-120K
1016,Computer Vision Engineer,Kelly-Walls,"East Ana, KN",83274-137815,83274,137815,110544.5,100-120K
1017,Data Analyst,Roberts-Watson,"Perryside, CZ",82652-137577,82652,137577,110114.5,100-120K
1018,NLP Engineer,"George, Hines and Galvan","East Rachelland, MH",84254-109338,84254,109338,96796.0,80-100K
1019,Computer Vision Engineer,"Lam, Garcia and Lopez","Baldwinland, TV",135038-234859,135038,234859,184948.5,150-200K
1020,ML Engineer,"Vasquez, Grimes and Mooney","Brewerland, AT",58091-128175,58091,128175,93133.0,80-100K
1021,Data Analyst,Mcneil-Nelson,"Duartebury, VA",59630-143743,59630,143743,101686.5,100-120K
1022,NLP Engineer,Wiggins-Rivera,"Andreashire, TO",90456-177785,90456,177785,134120.5,120-150K
1023,NLP Engineer,Morris-Swanson,"Howellburgh, NO",130542-204720,130542,204720,167631.0,150-200K
1024,AI Product Manager,Wong and Sons,"North Kristie, CL",74640-136034,74640,136034,105337.0,100-120K
1025,Data Analyst,"Davidson, Green and Johnson","West Tylerberg, JO",134678-199022,134678,199022,166850.0,150-200K
1026,Data Analyst,Greer-Garner,"South Chadton, IQ",60699-100444,60699,100444,80571.5,80-100K
1027,NLP Engineer,"Nash, Solomon and Cameron","Davidfurt, IT",118562-168256,118562,168256,143409.0,120-150K
1028,Data Scientist,Jimenez Group,"Williamview, CU",135565-208792,135565,208792,172178.5,150-200K
1029,ML Engineer,Garcia-Adams,"Port Victoriaburgh, TN",102146-133999,102146,133999,118072.5,100-120K
1030,Quant Researcher,Munoz and Sons,"Smithmouth, UG",119302-138298,119302,138298,128800.0,120-150K
1031,Data Analyst,Griffin Ltd,"Harrisonhaven, PT",49324-111133,49324,111133,80228.5,80-100K
1032,Computer Vision Engineer,Briggs-Miller,"Janicemouth, UZ",138580-231364,138580,231364,184972.0,150-200K
1033,Quant Researcher,Dominguez Group,"New Melissashire, RW",74176-137039,74176,137039,105607.5,100-120K
1034,ML Engineer,"Cohen, Schneider and Scott","Port Nathan, TM",131736-200711,131736,200711,166223.5,150-200K
1035,Quant Researcher,Peterson Ltd,"Staffordstad, AZ",147838-240312,147838,240312,194075.0,150-200K
1036,AI Product Manager,Ramsey-Hamilton,"West Kyliechester, AD",73318-132625,73318,132625,102971.5,100-120K
1037,Computer Vision Engineer,Davidson-Clark,"Lake Erika, VC",47247-120710,47247,120710,83978.5,80-100K
1038,NLP Engineer,"Ramirez, Sanchez and Lucas","Johnsonfurt, GQ",147851-188241,147851,188241,168046.0,150-200K
1039,Data Analyst,"Atkinson, Branch and Horton","New Darren, ET",83545-139001,83545,139001,111273.0,100-120K
1040,Data Scientist,Hawkins Ltd,"North Madison, UZ",113683-150250,113683,150250,131966.5,120-150K
1041,AI Researcher,Moore Ltd,"Abigailmouth, NE",85570-163706,85570,163706,124638.0,120-150K
1042,Data Analyst,Hughes-Henry,"West James, ER",47968-108841,47968,108841,78404.5,60-80K
1043,Data Analyst,Johnson-Thomas,"Lake Curtis, BS",110576-182999,110576,182999,146787.5,120-150K
1044,AI Researcher,"Hunt, White and Schmidt","Josephstad, DZ",80195-161305,80195,161305,120750.0,120-150K
1045,AI Product Manager,Harris-Zavala,"West Michael, NI",131293-216683,131293,216683,173988.0,150-200K
1046,AI Researcher,Price PLC,"Madisonside, BH",113368-178541,113368,178541,145954.5,120-150K
1047,Data Analyst,Craig-Lloyd,"Priceborough, LU",86846-98704,86846,98704,92775.0,80-100K
1048,NLP Engineer,Bell-Perez,"Rossbury, SC",125414-140740,125414,140740,133077.0,120-150K
1049,Data Scientist,Cole-Clark,"South Meganmouth, LI",127708-143295,127708,143295,135501.5,120-150K
1050,NLP Engineer,Knight-Lozano,"New Heatherbury, BG",136117-208595,136117,208595,172356.0,150-200K
1051,Data Scientist,Burton LLC,"South Jamesville, JM",74834-103941,74834,103941,89387.5,80-100K
1052,Computer Vision Engineer,"Castillo, Bonilla and Mclaughlin","West Jasonmouth, IR",123956-163525,123956,163525,143740.5,120-150K
1053,NLP Engineer,Byrd-Christian,"West Theresashire, NI",138221-219313,138221,219313,178767.0,150-200K
1054,Data Scientist,Price-Sandoval,"Lake Markport, PK",46907-84839,46907,84839,65873.0,60-80K
1055,Data Scientist,Black-Simmons,"Allenburgh, BW",136391-226513,136391,226513,181452.0,150-200K
1056,Data Analyst,"Berger, Jackson and Hansen","Hopkinstown, KP",113830-133491,113830,133491,123660.5,120-150K
1057,Data Analyst,Kent-Preston,"North Nicolechester, CO",45973-72433,45973,72433,59203.0,<60K
1058,Data Analyst,"Hartman, Rowe and Hernandez","East Joseph, GR",85501-149518,85501,149518,117509.5,100-120K
1059,Computer Vision Engineer,Morrison-Turner,"Mayerview, NI",137862-169321,137862,169321,153591.5,150-200K
1060,AI Product Manager,Smith Inc,"New Adam, BN",104563-140859,104563,140859,122711.0,120-150K
1061,Data Scientist,Gardner-Chavez,"Lopezfort, KH",119393-154411,119393,154411,136902.0,120-150K
1062,Data Scientist,Morris-Blake,"Lake Anthony, CL",52342-65593,52342,65593,58967.5,<60K
1063,ML Engineer,Hunter-Ward,"Millerborough, WS",110675-194128,110675,194128,152401.5,150-200K
1064,Data Scientist,Hicks and Sons,"Port Franciscoside, GT",93518-182685,93518,182685,138101.5,120-150K
1065,NLP Engineer,Torres-Clark,"West Jason, RO",80174-143646,80174,143646,111910.0,100-120K
1066,Data Analyst,Brown Ltd,"West Keithview, LU",90229-182531,90229,182531,136380.0,120-150K
1067,Quant Researcher,Kerr Ltd,"Juanburgh, TD",42741-138581,42741,138581,90661.0,80-100K
1068,ML Engineer,"Hobbs, Moreno and Williams","Andrewmouth, GN",141028-211158,141028,211158,176093.0,150-200K
1069,ML Engineer,"Brown, Giles and Thompson","North Mistyland, DJ",62711-120957,62711,120957,91834.0,80-100K
1070,ML Engineer,Jordan Inc,"Joelland, MC",140092-164804,140092,164804,152448.0,150-200K
1071,AI Product Manager,Rodriguez Inc,"Lake Debbie, SZ",72382-84197,72382,84197,78289.5,60-80K
1072,NLP Engineer,Evans-Alvarado,"Davidmouth, BJ",91789-114759,91789,114759,103274.0,100-120K
1073,AI Product Manager,"Phillips, Sanchez and Christensen","East Davidchester, NE",112036-153498,112036,153498,132767.0,120-150K
1074,NLP Engineer,"Sexton, Davis and Allen","Lake David, FI",45224-79444,45224,79444,62334.0,60-80K
1075,Quant Researcher,"Gill, Russo and Hill","Gomezchester, UG",62949-91600,62949,91600,77274.5,60-80K
1076,Data Analyst,"Walsh, Davis and Tanner","North Brettfurt, MH",67630-155926,67630,155926,111778.0,100-120K
1077,AI Researcher,Green Group,"Port Yvetteland, LK",92512-136705,92512,136705,114608.5,100-120K
1078,Data Analyst,"Wilson, Wilson and Austin","Mistyfurt, KP",96374-117586,96374,117586,106980.0,100-120K
1079,NLP Engineer,Williams-Thomas,"North Patricia, YE",72840-136135,72840,136135,104487.5,100-120K
1080,NLP Engineer,"Thompson, Gibson and Simmons","Gutierreztown, TJ",107564-192348,107564,192348,149956.0,120-150K
1081,AI Product Manager,"Bush, Dennis and Burke","Benitezfurt, ST",101793-153283,101793,153283,127538.0,120-150K
1082,Data Analyst,Anderson and Sons,"Griffintown, KP",111604-157715,111604,157715,134659.5,120-150K
1083,Quant Researcher,"Russell, Wood and Robertson","Gonzalezstad, VN",124909-142566,124909,142566,133737.5,120-150K
1084,Data Scientist,Johnson LLC,"South Christopher, FJ",142140-231014,142140,231014,186577.0,150-200K
1085,ML Engineer,Kaufman LLC,"Port Ianfurt, LR",74360-154591,74360,154591,114475.5,100-120K
1086,Data Analyst,Murphy LLC,"Whitefort, NI",142266-205665,142266,205665,173965.5,150-200K
1087,NLP Engineer,Matthews-Collins,"Jonesville, TO",85449-173276,85449,173276,129362.5,120-150K
1088,AI Product Manager,Rivas PLC,"South Timothystad, CH",72838-82839,72838,82839,77838.5,60-80K
1089,Computer Vision Engineer,Alvarez PLC,"North Connorfurt, PA",58883-94087,58883,94087,76485.0,60-80K
1090,Data Analyst,Best Inc,"Lake Melanie, VU",137871-236301,137871,236301,187086.0,150-200K
1091,Quant Researcher,"Ochoa, Davidson and Thomas","Coryton, WS",72807-148336,72807,148336,110571.5,100-120K
1092,AI Product Manager,"Reilly, Barajas and Hughes","South Kathleen, MV",121770-181258,121770,181258,151514.0,150-200K
1093,Data Analyst,"Dixon, Wright and Smith","Markfort, NO",59736-141312,59736,141312,100524.0,100-120K
1094,Data Analyst,"Sawyer, Hall and Lowe","Nancyberg, AF",54563-120250,54563,120250,87406.5,80-100K
1095,AI Product Manager,"Donaldson, Espinoza and Mills","Matthewsberg, DO",59528-141804,59528,141804,100666.0,100-120K
1096,Computer Vision Engineer,Davis-Moore,"North Jessica, VC",135458-162633,135458,162633,149045.5,120-150K
1097,NLP Engineer,Clark PLC,"New Austin, BZ",120849-175578,120849,175578,148213.5,120-150K
1098,ML Engineer,Lynch-Coffey,"Deborahton, CV",114398-162569,114398,162569,138483.5,120-150K
1099,AI Product Manager,Archer Ltd,"Allisonview, ET",102033-129786,102033,129786,115909.5,100-120K
1100,AI Product Manager,"Estrada, Perry and Jackson","Eatonmouth, PW",109096-152219,109096,152219,130657.5,120-150K
1101,NLP Engineer,Shelton-Ellison,"Davistown, NA",42116-124383,42116,124383,83249.5,80-100K
1102,Data Scientist,Montgomery Inc,"Danielside, SZ",101352-179549,101352,179549,140450.5,120-150K
1103,AI Researcher,"Rios, Evans and Foster","Hernandezland, ZA",66107-154510,66107,154510,110308.5,100-120K
1104,NLP Engineer,"Garcia, Lopez and Santiago","New Jared, BB",47058-61355,47058,61355,54206.5,<60K
1105,AI Researcher,Bell Group,"Nicholaschester, KE",134451-175964,134451,175964,155207.5,150-200K
1106,Data Analyst,Stevens-Foster,"Blairside, GH",65526-112033,65526,112033,88779.5,80-100K
1107,NLP Engineer,Sawyer PLC,"Bryceport, AO",98233-144034,98233,144034,121133.5,120-150K
1108,Quant Researcher,Hurley-Scott,"West Christian, SO",63107-93304,63107,93304,78205.5,60-80K
1109,Quant Researcher,Black-Bennett,"Lake Toddmouth, IN",111226-163698,111226,163698,137462.0,120-150K
1110,AI Product Manager,Perez Group,"South Erikchester, GA",75074-155545,75074,155545,115309.5,100-120K
1111,Quant Researcher,"Saunders, Bradford and Sharp","Port Meganstad, GW",80973-145159,80973,145159,113066.0,100-120K
1112,Quant Researcher,Hudson-Gordon,"Port Erikaburgh, PG",93507-119377,93507,119377,106442.0,100-120K
1113,ML Engineer,"Nelson, Maddox and Klein","Philipmouth, GQ",50076-79334,50076,79334,64705.0,60-80K
1114,Data Scientist,"Clark, Price and Dickson","Lake Misty, MZ",134300-219809,134300,219809,177054.5,150-200K
1115,NLP Engineer,Gonzalez PLC,"Campbellmouth, IN",97395-189060,97395,189060,143227.5,120-150K
1116,NLP Engineer,Pierce Inc,"Collierchester, PH",144238-220052,144238,220052,182145.0,150-200K
1117,Data Scientist,"House, Bond and Myers","West Cathy, PG",149741-230920,149741,230920,190330.5,150-200K
1118,AI Researcher,Johns Inc,"Rodriguezstad, GN",106079-137034,106079,137034,121556.5,120-150K
1119,Computer Vision Engineer,"Matthews, Mcdowell and Reynolds","Port Jeffstad, MD",98445-165573,98445,165573,132009.0,120-150K
1120,ML Engineer,Navarro-Costa,"Lawrenceton, BG",43140-88722,43140,88722,65931.0,60-80K
1121,AI Product Manager,Morris Inc,"Zunigaside, DM",52046-121333,52046,121333,86689.5,80-100K
1122,AI Product Manager,"Miller, Pena and Spencer","East Timothy, BF",99858-123912,99858,123912,111885.0,100-120K
1123,Quant Researcher,"Davis, Sosa and Greene","North Kristafort, CV",88347-162648,88347,162648,125497.5,120-150K
1124,NLP Engineer,"Klein, Jordan and Lang","Scottport, SZ",111367-142733,111367,142733,127050.0,120-150K
1125,Data Analyst,"Valdez, Nguyen and Espinoza","Andreatown, SR",78429-144042,78429,144042,111235.5,100-120K
1126,Computer Vision Engineer,Patterson-Salazar,"Port Nicholas, KW",134633-217031,134633,217031,175832.0,150-200K
1127,ML Engineer,"Thomas, Greene and Munoz","Lake Jaime, VA",112953-211579,112953,211579,162266.0,150-200K
1128,NLP Engineer,Torres Ltd,"Grahambury, BR",144779-159980,144779,159980,152379.5,150-200K
1129,Data Scientist,"Young, Peterson and Wood","New Masonton, KI",117277-164138,117277,164138,140707.5,120-150K
1130,NLP Engineer,Reilly PLC,"Cabrerafort, GW",53255-64684,53255,64684,58969.5,<60K
1131,Data Scientist,Woods-Kelly,"Millerborough, AL",113739-165657,113739,165657,139698.0,120-150K
1132,Computer Vision Engineer,Moss-Jackson,"Christopherton, TM",64726-112277,64726,112277,88501.5,80-100K
1133,NLP Engineer,Johnson and Sons,"Joneschester, LK",47268-62862,47268,62862,55065.0,<60K
1134,Computer Vision Engineer,Green Group,"Ramostown, BI",119846-164604,119846,164604,142225.0,120-150K
1135,AI Product Manager,Evans LLC,"Port Kelsey, KI",66099-141841,66099,141841,103970.0,100-120K
1136,AI Product Manager,Chambers PLC,"Johnberg, VC",72050-137819,72050,137819,104934.5,100-120K
1137,AI Product Manager,Conner-Young,"Port Amandaburgh, GA",90239-170922,90239,170922,130580.5,120-150K
1138,Data Analyst,Morris LLC,"East Barrybury, GA",94397-178121,94397,178121,136259.0,120-150K
1139,ML Engineer,Hawkins-Valdez,"Roseton, VE",110310-161110,110310,161110,135710.0,120-150K
1140,NLP Engineer,Vance-Mcdowell,"Port Jessica, SG",55784-143211,55784,143211,99497.5,80-100K
1141,Quant Researcher,Wright LLC,"Sandrastad, IE",149975-199905,149975,199905,174940.0,150-200K
1142,Data Analyst,Silva LLC,"Lewisburgh, BF",82338-95759,82338,95759,89048.5,80-100K
1143,Quant Researcher,"Sanders, Rodriguez and Meyers","Port Kathyton, GQ",76484-111575,76484,111575,94029.5,80-100K
1144,NLP Engineer,Allen Group,"Williamsville, MG",147639-215331,147639,215331,181485.0,150-200K
1145,ML Engineer,Webb LLC,"Sylviaport, BS",63255-108370,63255,108370,85812.5,80-100K
1146,ML Engineer,Harris-Brown,"East Kimberlyview, ME",129625-193613,129625,193613,161619.0,150-200K
1147,Data Scientist,Stewart-White,"West Amber, HU",136317-195529,136317,195529,165923.0,150-200K
1148,AI Product Manager,"Roberts, Ford and Davis","Hannahfort, LS",148403-180220,148403,180220,164311.5,150-200K
1149,Data Analyst,"Garcia, Blake and Gardner","North Cassandraborough, FJ",142640-167377,142640,167377,155008.5,150-200K
1150,ML Engineer,Brown-Fisher,"Lake Ruthport, JM",143807-217646,143807,217646,180726.5,150-200K
1151,Computer Vision Engineer,Hayes PLC,"South Michael, GE",83586-94806,83586,94806,89196.0,80-100K
1152,NLP Engineer,"Mccoy, Barnes and Mercado","New Richardburgh, PS",147570-214641,147570,214641,181105.5,150-200K
1153,ML Engineer,Herrera and Sons,"East Michael, AO",130398-148438,130398,148438,139418.0,120-150K
1154,Quant Researcher,Smith-Hansen,"North Michellestad, ME",126850-203760,126850,203760,165305.0,150-200K
1155,AI Researcher,"Goodman, Watson and Norman","Davidshire, ES",63340-150275,63340,150275,106807.5,100-120K
1156,Data Analyst,Bennett PLC,"West Jennifertown, NP",52424-142189,52424,142189,97306.5,80-100K
1157,Quant Researcher,Brady-Jones,"Jasonbury, HT",41157-118700,41157,118700,79928.5,60-80K
1158,AI Product Manager,Walker and Sons,"New Amber, CL",134795-155851,134795,155851,145323.0,120-150K
1159,Data Scientist,Bautista LLC,"Douglasberg, FM",147660-165793,147660,165793,156726.5,150-200K
1160,ML Engineer,Church Ltd,"Jonathanland, FJ",68918-165624,68918,165624,117271.0,100-120K
1161,ML Engineer,Smith LLC,"New Sandraland, ZM",80600-149326,80600,149326,114963.0,100-120K
1162,AI Researcher,"Acosta, Williams and Carter","Wrightland, ZW",60613-118504,60613,118504,89558.5,80-100K
1163,Computer Vision Engineer,"Thornton, Pittman and Torres","Bowmanton, AG",91079-126568,91079,126568,108823.5,100-120K
1164,Quant Researcher,Palmer Group,"Samanthahaven, CA",52422-78293,52422,78293,65357.5,60-80K
1165,Data Scientist,"Smith, Hancock and Bolton","Nicholasville, KN",81248-174992,81248,174992,128120.0,120-150K
1166,AI Product Manager,"Shaffer, Wright and Morgan","South Richardtown, KP",67293-82384,67293,82384,74838.5,60-80K
1167,Data Scientist,Proctor Inc,"Jeffreystad, GW",78872-152783,78872,152783,115827.5,100-120K
1168,NLP Engineer,"Ross, Barrera and Winters","East Seanview, GB",122910-136367,122910,136367,129638.5,120-150K
1169,Data Scientist,"Hernandez, Collins and Smith","Lake Jessicaside, DJ",100828-139590,100828,139590,120209.0,120-150K
1170,Computer Vision Engineer,"Nguyen, Shaffer and Thompson","South Danielle, TH",52943-87718,52943,87718,70330.5,60-80K
1171,Data Scientist,"Nguyen, Brown and Edwards","Port Victoriaburgh, PG",84079-116621,84079,116621,100350.0,100-120K
1172,Quant Researcher,Bartlett Group,"West Robin, PY",77131-153891,77131,153891,115511.0,100-120K
1173,AI Product Manager,"Moran, Ellis and Vargas","New Sethtown, ZW",64114-80848,64114,80848,72481.0,60-80K
1174,AI Product Manager,"Porter, Hernandez and Hall","Ambertown, LV",94393-193885,94393,193885,144139.0,120-150K
1175,AI Product Manager,Hunter and Sons,"South Jasonville, RO",130255-148523,130255,148523,139389.0,120-150K
1176,ML Engineer,Moore Ltd,"Garyville, BZ",116734-214659,116734,214659,165696.5,150-200K
1177,AI Product Manager,Diaz-Gray,"West Justinside, KI",148619-160261,148619,160261,154440.0,150-200K
1178,Data Analyst,Poole-Scott,"Kellyhaven, GQ",95762-123849,95762,123849,109805.5,100-120K
1179,Computer Vision Engineer,"Bishop, Finley and Duran","South Meganfort, CZ",144929-213298,144929,213298,179113.5,150-200K
1180,AI Product Manager,Rivera Group,"Port Jennifer, CF",64077-123461,64077,123461,93769.0,80-100K
1181,Data Scientist,Blanchard LLC,"North Robertberg, CL",84270-128757,84270,128757,106513.5,100-120K
1182,Data Analyst,"Herman, Rivera and Gonzalez","East Jessica, PG",134675-230472,134675,230472,182573.5,150-200K
1183,AI Product Manager,"Mcmillan, Jensen and Olson","Rachelmouth, EG",60301-147093,60301,147093,103697.0,100-120K
1184,Data Scientist,"Mcbride, Davenport and Kidd","Port Leahland, GQ",80142-137381,80142,137381,108761.5,100-120K
1185,AI Researcher,"Lane, Diaz and Khan","Melaniemouth, RS",139587-157245,139587,157245,148416.0,120-150K
1186,AI Researcher,Taylor LLC,"Lopezfurt, AD",132458-195780,132458,195780,164119.0,150-200K
1187,ML Engineer,"Moss, Simmons and Elliott","Matthewville, US",44138-83858,44138,83858,63998.0,60-80K
1188,ML Engineer,"Crane, Robles and Arias","New Michaelmouth, KR",85552-135909,85552,135909,110730.5,100-120K
1189,Data Scientist,Martinez-Fuller,"Ruizbury, NZ",78016-138883,78016,138883,108449.5,100-120K
1190,AI Researcher,Wood-Johnson,"Gailland, SK",132214-163110,132214,163110,147662.0,120-150K
1191,ML Engineer,Martin Group,"Lake Nicole, GT",139424-155189,139424,155189,147306.5,120-150K
1192,AI Researcher,"Morrison, Wallace and Wade","East Cheryl, PG",77201-136368,77201,136368,106784.5,100-120K
1193,Data Analyst,"Villa, Hall and Bishop","New Garytown, FI",53641-106882,53641,106882,80261.5,80-100K
1194,Data Scientist,Kennedy-Davis,"East Jessicaport, CG",54875-88396,54875,88396,71635.5,60-80K
1195,Data Scientist,Anderson Group,"Turnerville, AO",71896-133164,71896,133164,102530.0,100-120K
1196,Computer Vision Engineer,"Price, Moore and Kidd","Rachelview, KH",54199-121277,54199,121277,87738.0,80-100K
1197,NLP Engineer,Carroll Group,"West Monica, TT",58539-140291,58539,140291,99415.0,80-100K
1198,AI Researcher,Woods-French,"South Meagan, GQ",81361-133784,81361,133784,107572.5,100-120K
1199,Data Scientist,"Miller, Gonzalez and Kelly","Kellyborough, PA",107193-148881,107193,148881,128037.0,120-150K
1200,Data Scientist,Marquez and Sons,"Pooleview, NL",101110-159072,101110,159072,130091.0,120-150K
1201,Quant Researcher,"Anderson, Lucas and Clements","West Bethanyshire, HU",136800-229914,136800,229914,183357.0,150-200K
1202,ML Engineer,Williams LLC,"East Nicholeberg, DE",124475-186998,124475,186998,155736.5,150-200K
1203,Data Scientist,Braun Inc,"Brooksbury, GE",132410-187652,132410,187652,160031.0,150-200K
1204,NLP Engineer,"Williams, Carter and Wilson","Juliemouth, TR",112490-177711,112490,177711,145100.5,120-150K
1205,Quant Researcher,Howard-Farrell,"Fishershire, CN",87425-138303,87425,138303,112864.0,100-120K
1206,Quant Researcher,Richards-Adams,"Lake Kathleenville, AZ",67422-166675,67422,166675,117048.5,100-120K
1207,Data Scientist,Olson Group,"East Nicole, GA",60629-128509,60629,128509,94569.0,80-100K
1208,Data Analyst,Montgomery-Castro,"South Michelebury, AO",141368-183538,141368,183538,162453.0,150-200K
1209,AI Researcher,Cannon Group,"Port Andrew, AF",125075-152579,125075,152579,138827.0,120-150K
1210,Data Scientist,Green-Freeman,"East Edwardtown, ME",140375-183044,140375,183044,161709.5,150-200K
1211,Quant Researcher,"Sullivan, Spencer and Holland","Thomasfurt, VA",58608-145805,58608,145805,102206.5,100-120K
1212,ML Engineer,Barrett-Smith,"Jessicachester, MW",51771-68566,51771,68566,60168.5,60-80K
1213,Data Analyst,Vargas-Rodriguez,"Debraton, GT",87515-163452,87515,163452,125483.5,120-150K
1214,NLP Engineer,Gaines-Vance,"Cervantesmouth, FM",140185-236787,140185,236787,188486.0,150-200K
1215,AI Product Manager,"Brown, Fox and Stokes","Marcmouth, CN",52829-97624,52829,97624,75226.5,60-80K
1216,Data Analyst,Sparks-Garrison,"New Andreastad, RO",132513-230452,132513,230452,181482.5,150-200K
1217,AI Researcher,"Payne, Swanson and Silva","North Jamesside, YE",84716-150208,84716,150208,117462.0,100-120K
1218,Data Analyst,Vargas-Edwards,"Adamtown, CH",57691-76940,57691,76940,67315.5,60-80K
1219,AI Researcher,Huynh PLC,"West Christopher, QA",124533-208279,124533,208279,166406.0,150-200K
1220,AI Product Manager,"Griffith, Ruiz and Jones","West Christina, BW",91133-152395,91133,152395,121764.0,120-150K
1221,Computer Vision Engineer,Flowers Group,"New Robin, NR",45671-90178,45671,90178,67924.5,60-80K
1222,ML Engineer,Deleon PLC,"North Brendaview, SE",82804-138709,82804,138709,110756.5,100-120K
1223,ML Engineer,Mcintosh-Mitchell,"North John, YE",91610-132764,91610,132764,112187.0,100-120K
1224,Quant Researcher,Davies-Valentine,"Dixontown, BY",68574-108118,68574,108118,88346.0,80-100K
1225,NLP Engineer,Collins Group,"Brandonville, FR",124562-213852,124562,213852,169207.0,150-200K
1226,AI Researcher,Fields-Ramirez,"East Alexandratown, BT",86589-178866,86589,178866,132727.5,120-150K
1227,Quant Researcher,"Christensen, Heath and Lopez","Mcdonaldview, TT",93501-130789,93501,130789,112145.0,100-120K
